,index,review,sentiment
598,39844,rutger hauer help along film basic sum young person find categori rather obvious need lot help begin hold lot promis film could turn michael clayton stranger fiction bad realli got hook begin like open soundtrack went great intrigu basic nowher fun enough plenti curio interest charact act well sure enough mani peopl problem feel contriv empti iron suppos main discoveri charact self realiz film self awar film charact suppos recogn life contriv empti,0
599,23158,ye lucki enough see long run origin product michael bennett hit music amaz experi paid see movi hit theatr back aw almost everyth fail first attenborough fine actor good director right materi sorri choic almost bad john huston hire mangl anni camera alway wrong place chop song cast aw power play dancer hungri talent perform want chanc show could got chanc take eye cast get danc nice job sing none spark one bit fact look cast imdb none realli went anyth much ok ok janet jone marri gretzki sheesh cinema trainwreck captur one second magic desper passion stage music total strike even though tri smother music great music still rise time remind peopl great score,0
600,7026,fail recogn hanek averag film make skill exampl appreci linger unremark natur day light set power way forc strong sen realism howev regard content film sad see st centuri still urg patholog domin submiss relat feel bdsm practic problem main charact mother unbeliev topic alien uncomprehens felt walter mean frustrat lover love back way understand mean look upon crazi monk come mean someth new world think rather silli treat subject someth freakish patholog gener film deal subject realli lag behind time feel film end quit programmat film worri outdat psicoanalit theori nearli embarrass realli relat real life live experi engag relationship person experi forum irc chatroom even recent scholar studi show,0
601,27442,first seri brilliant easili one best horror film time crappiest sat watch actual think bad fourth fifth one would good previou terribl one boy wrong incred wrong watch first ten minut actual realli tempt turn thought mayb improv dire film need anoth sequel last two fourth fifth alreadi terribl enough also mani time bring freddi back act terribl stori line predict crap also flaw well way made springwood total wrong pay respect first one add whole thing seem realli top peopl say film funni film funni sinc freddi krueger suppos funni would call funnili crap film suppos horror film comedi freddi daughter inform surfac like first one end also plain stupid cheesi exactli like rest one complet destroy essenc uniqu first one show shame we craven creat someth good begin yet drag trash belong bin even bother make film sequel except third one third one decent one sequel dvd part nightmar elm street dvd set got would chuck got summari pathet poor attempt sequel complet mockeri first film plea wast time worthless junk,0
602,860,product quit surpris absolut love obscur earli movi prepar last minut stori chanc convinc first half hang final cours must look blatant racism pure topic fascin view experi think cat paw avail video dvd yet watch pb list,1
603,46594,longer surpris critic miss obviou thing work art human be vast major human be lazi natur said simplist notion ingmar bergman great film shame skammen mere anti war film great deal damag reput complex highli nuanc film compar filmic showoffi predecessor persona hour wolf shame seemingli classic film term narr key word seemingli lack bravura pop psycholog persona gaudi horror film homag hour wolf one best film ever made war anti war film pro war film rank wild strawberri one greatest film well one best screenplay best although ostens psycholog exterior film film preced truli say far realist thing human psych surviv max von sydow liv ullman play jan eva rosenberg perhap nod infam american spi mani european intellectu felt innoc two musician use play local philharmon orchestra war broke retreat live small plot land island content work greenhous countri live unnam island live although film made bergman small island far northern end swedish island g ttland seem nation war year invad countri perhap engag civil war rebel anoth provinc left deliber hazi war meant symbol war reinforc film start assort war quot screen credit roll includ quot hitler vietnam era american militari figur earli scene depict prosaic natur rural life come war even old men conscript aerial attack ravag rosenberg land enemi jet fli overhead drop bomb seem chemic weapon agent orang like natur one plane hit parachutist jump end hang tree jan start film snivel coward refus go help eva goe alon jan join find pilot shot seem inde part invad possibl rebel forc bunch govern soldier soon stop home ask question dead pilot advis coupl leav home invad near misinterpret film micro level bergman scholar marc gervai provid film commentari dvd film like mani critic claim jacobi quisl collabor invad clearli demonstr wrong jacobi origin fascist govern proof first invad repel invad rosenberg land shoot agitprop interview know govern later question fake interview word put eva mouth see film suppos proof treason jacobi clearli work fascist big brother statist secondli jacobi charg decid townsfolk sent concentr camp collabor invad rosenberg among spare thirdli seduct eva jacobi tell son leav militari clearli invad would speak happili son serv state also rebel forc offici armi grant offici leav lastli filip clearli rebel invad organ would kill colleagu gervai critic blatantli wantonli misinterpret flat miss key manifest point film bring question abil discern aspect bergman film wonder great film high berman canon disappoint read critic viewer realli understand complex messag instead opt cheap lazi easi claim mere anti war rather simpl film comparison two showier predecessor long run real shame shame,1
604,22215,alway fan full moon puppet work say robot jox one better project ye heard stori work wonder atmospher realli work actor first rate job gari graham realli make mark tv show like alien nation seri star trek enterpris show action star kick as take name stop motion effect could tini bit better color wrong look plastic instead metal suppos minor complaint compar whole robot jox like gari graham full moon movi like movi star,1
605,40314,movi got one worst ever seen humor crude hardli funni heard million time start note special got wors wors went got halfway stand watch luckili watch tv cost anyth serious recommend wast time money noth movi new charact develop actual think would better littl kid movi full stupid unrealist funni event occur that like happen home alon someth impli home alon way terribl,0
606,20248,one would think anyon embark upon followup groundbreak nake civil servant plu year ago would least tri honor origin kind inspir vision sort biopic one stylish peopl late th centuri boast style whatsoev true filmmak assembl outstand actor hand chip mug drab gruel work everyth infrastructur film wrong start script anoth one tv movi condens great live wherein everi line famou quot subject everi scene face introduct next pivot charact subject life get swoozi kurtz pr maven promot crisp statesid entertain deni hare editor gay period hire crisp film review becom somewhat alien appear indiffer passion aid activist return fold compassion friend die octogenarian jonathan tucker fine perform shi insecur painter gay theme canvas befriend crisp final cynthia nixon perform artist woman bohemia penni arcad intrigu crisp persona offer spot travel cabaret act nixon persuas gift perform given chanc script embodi earth streetwis arcad crisp spent last year life one room flat old tenement build manhattan east villag famous said never clean year dust get wors someth like look depict flat film never get flavor dusti frequent local coffe shop busi avenu would seen pretti much day week sip tea watch world go film get diner look like someth th avenu hudson river street new york scene steril unreal look sen period soul film great john hurt titl role nearli year still grasp essenc peculiar post edwardian englishman put across third millennarian everi line everi gestur exquisit later scene even modul vocal project suit person whose life wind toward death crisp wrote shortli left realm one grow old one skin take charact smelli overcoat cannot remov one long death one sen feel hurt perform alon film worth look,0
607,21724,spike lee one rate director ever seen critic darl supposedli make film messag bohemian approach make critic waterlog formula hollywood film eat stuff differ summer sam even well cinematographi edit style oliv stone narr plot lot like right thing portray guido pc set italian american happen one straight eddi murphi raw eddi murphi impress macho italian guy pick fight much taller african american much much believ cartoonish broad italian caricatur shown john leguizamo charact possibl except anybodi saw movi could figur go end soon richi came film could alreadi see fist face foot stomach could alreadi see accus killer charact integr whole film cours lee go show happen peopl stand crowd white beard cliqu someon plea plea give spike lee lifetim pas basketbal game want mayb enjoy much pick film camera long time subject self import drivel furthermor see critic respect ohhhh ahhhh emperor cloth,0
608,48320,probabl best horror movi year lame remak attempt make scare make walk theater movi made one worth reason give pari hilton death scene make believ spoiler death scene movi favorit death scene ever pari hilton find boyfriend blake lay ground knife stick neck paig start run well speed walk respect find like garag car one killer cut ankl whole time she hold huge metal spike drop run hide behind car killer pick look window throw window shoot forehead never excit laugh hard life paig boyfriend blake get knife stab neck killer walk he ground step push farther throat die elisha cuthbert carli one hottest chick ever die phew get lip super glu togeth punch face get part index finger chop yeah felt like heav carli twin brother nick also surviv without get as kick stab wound leg nick best friend dalton get thrown flight stair decapit bodi drag away see eye blink get cover wax wade carli boyfriend get achil tendon snip massiv pair scissor attack scissor die he cover wax occas skin accident remov reveal nasti bloodi flesh yummi definit worth money,1
609,7484,far sprightli le stage set bound gene sak previou effort barefoot park odd coupl cactu flower work art compar tire farc like apart murder wife goodby charli guid marrri man divorc american style wednesday kiss stupid boy night masterpiec director sak writer l diamond effect open abe burrow broadway hit film benefit greatli new york citi locat shoot excel perform ingrid bergman goldi hawn bergman charm look great demonstr flair comedi hawn oscar win role never better appeal matthau ok though hard believ hawn charact would enamor retrospect hawn attempt suicid start film charact unbeliev nonetheless film plausibl farcic set get go gener laugh rick lenz jack weston eve bruce vito scotti provid good support film likabl fun hawn bergman make care,1
610,49073,gentl genial film seem overlook trivial fair narr bit tenuou lightweight drama feel simpl wonder joy scene depict first impact new art alien sceptic societi radianc natur captur centuri long romanc cinema audienc better film year immens sympathet perform jare harris seem inherit father charisma hope without poor richard penchant hellrais hami charm offbeat cute costar yu xia combin make real heartwarm radiant locat photographi includ glowingli beauti scene great wall sensit direct ann hu give film ad impact short must anyon ever enchant shadow flicker life make magic dark,1
611,11685,wow begin one well enjoy laugh utter failur filmmak one bought movi buck never pas opportun laugh b movi god casper van dien blunder boy one may enough movi contain singl lame movi monster ever thing suppos indian ghost look like plastic candi bowl skeleton put front porch halloween don cape clearli garbag bag complet appear bucket shape bonnet head point man costum other clearli plastic prop place top hors monster uncanni abil see predat vision clear rip miracul appear throw spear sometim spear cut peopl sometim thing also manag helicopt singl arrow wow make much sen kid blow spaceship firecrack end critter creatur impervi bullet somehow die end movi end kill spree never realli find get blown incred feat alreadi seen thing blow time film guess last time charm even get start lame charact first delta forc unit employ woman last check militari still disallow woman combat situat also unit undercov possibl reason would undercov even good guess one would realiz militari uniform carri machin gun incident chang sound effect throughout film point sound like air rifl bb gun other canon one part skeleton man throw construct worker catwalk clearli see pad fall onto anoth point michael rooker fall hill clearli flat ground tilt camera slightli give appear inclin clearli push along looooooonnnnnggggggg fall scene help back hill rope flat show woman top hill rope goe upward grip way would look pull someon hill rooker actual line say go go quit possibl dumbest thing ever heard watch bad movi hobbi saddest part quot tell everyon involv write product film thought bad as believ compar rest dialog good act bad makeup realli bad charact either scar wound like chang side face mayb alien scar like run around face yeah think make movi attack alien scar move around face villain would intimid skeleton man film would probabl scarier,0
612,15510,nameless alien distant ship distant planet sent giant robot krono rob world energi got prototyp clank around mexico open prove success sent would certainli take lot time one krono perform task reason explain alien first captur mind lead scientist john emeri telepath direct krono first target sinc emeri kill later monster seem function well enough without emeri control alien need first place bit bizarr event scientist jeff morrow barbara lawrenc georg hanlon work emeri fool bit natur cours come plan deal rage metal giant krono perfect film fifti bad guy never seen look undermin mankind perfect film cold war jeff morrow assur u readi futur player look like grand old time mouth mani clich line writer could put script get impress krono kind film ed wood might done bigger budget bit care,0
613,3324,act script hurlyburli unfortun postmodern school theatr declar anyth resembl stori plot forbidden peopl may get away stage film becom deadli least deadli dull left bunch great actor spout dialogu brilliantli written add noth even wors everi charact speak voic despit background attempt differenti teen waif anna paquin use word never mind charact unsympathet loser extrem camera work plain sloppi la resid attent geographi laughabl hint view sean penn front window eight mile away view back window drive south hollywood wind glendal pretend burbank okay suspens disbelief normal pay attent littl thing like vagari product fact stick much despit thespian pyrotechn screen say lot weakest element enterpris script short skip one even video rabe pick wrong quot scottish play titl hurlyburli would better name tale told idiot full sound furi signifi noth bit long marque perhap least would honest advertis,0
614,25966,love cult sci fi way like movi repo man buckaroo bonzai go love one stream conscious sci fi spectacular includ nd centuri junkyard earth million year movi pure put steve miller fli like eagl pink floyd dark side moon readi go,1
615,8115,episod simpson joke news report refer armi train base killbot factori comment simpli part throwaway joke patricia foulkrod documentari show u scarili far truth world war two u armi decid tackl problem face throughout war mani soldier got battl found total unabl kill anoth human unless matter sinc train process u armi remov moral scrupl turn recruit kill machin think combat peopl develop unnatur state sustain urg kill first antiwar movi whilst certainli paint war bad light foulkrod focus rather aspect get much medium attent say debat legal war physic success failur affect process turn man soldier person human paradox train someon soldier defend societi make total unsuit live part societi whilst exampl interviewe current middl east conflict foulkrod make link past conflict especi vietnam pain clear particular war problem caus war gener structur film seem split three section recruit drawn armi train receiv treat combat happen leav armi point reach realis main target film actual polici inher arm forc polici put place make soldier affect combat forc remov human individu interview tell camera recruit process seem clean simpl word like democraci freedom band around train begin becom enemi kill destroy action soldier care order ingrain idea soon carri order whatev may one step closer go home polit social ideal fight fight kill train ground truth main goal highlight way u armi discard fought countri return home real rehabilit given soldier return mani forc go home unabl cope seen done polici place seem make sure armi legal respons whatsoev psycholog affect soldier pick final indign use cast away flaw film foulkrod attempt show anoth side argument would get impress everi singl soldier ever went war would come back post traumat stress syndrom would interest see le liber upbring give opinion armi handl train polici never chanc side argument make known expertli craft documentari foulkrod use stock footag music perfectli utilis get across side war often get pas discus fallout war,1
616,35104,ride devil like ang lee later brokeback mountain film aesthet histor import film lover ought see minimum twice artist nuanc worthi comprehend perfect piec art surpris depth human realli recal anoth war film captur chang exist concept histori polit restor belief human see mani kill mani suffer feel numb instead treasur bond human be actor perform haunt heart music drive mind shoot pictur transcend becom see soul true sen film genr art film like need long comment review everyth say ovat cast includ tobey maguir jeffrey wright jewel kilcher cinematograph compos beauti lyric music achiev,1
617,42568,friday th step offici wors movi hate seri movi contest colleg wast money even free jack jone star truli aw singer whose tri find murder someth least friday thirteenth never bore rather fingernail pull see,0
618,10578,anyon watch lifetim movi network movi know plot credibl first thing get brush plan tabl craze lara move patti home method begin drive landladi bonker even blink lara eventu ramp activ threaten poor patti dare anyth nod see planet lmn peopl behav way particular reason keep action go planet lmn could someon almost owner home thrown hous mean seduct power poor patti trust much lara went medicin big fight top stair involv syring full deadli stuff end inject someon tummi bodi bag go front door horror take planet lmn product classic need watch great laugh improb scale give film make big batch popcorn get appl slice understand later,0
619,46929,one dumbest film ever seen rip nearli ever type thriller manag make mess singl good line charact whole mess plot afterthought far act goe noth good say ill say noth honestli cant understand type nonsens get produc actual releas somebodi somewher stage think oh god realli load shite call day crap like peopl download illeg trailer look like complet differ film least download wast time money wast time pain,0
620,16775,set film director mari harron seemingli goal clearli document progress betti page career earli model day leav model go back home senat hear juvenil delinqu religi rediscoveri intent get fact screen time allow seem miss take time explain anyth depth think someon page career think would plenti discus reason decis life event person trauma harron avoid kind person explor charact first fifteen minut film brief hint child abus domest violenc gang rape rush past never refer get impress harron guinever turner co writer want gloss anyth glamor flatter go film expect gain insight person behind poster given list thing recreat famou photo shoot film realli frustrat watch desper wait extra layer reveal balanc religion job made young tennesse girl move model bondag photographi film simpli show go anoth model agenc put whatev told sure would involv shock deliber seem harron tri make point tame today standard page never took photo explicit sexual action reaction gave kind thing realli overzeal although true never actual make seem sordid eye other today look young girl pose topless think noth got sort feel shock would contemporari audienc woman central part senat hear juvenil delinqu one ever realli shown shock basic left film think tame harron turner manag avoid anyth might unpleas viewer come across two lifelong fan miss page desper make sure noth absolut noth could possibl put bad light heroin therefor avoid depth probe realli career report violent natur mental problem left string event made career without substanc whatsoev behind,0
621,31431,mere fact still think movi decad later realli speak volum film substanti grand canyon film touch one way anoth truli believ movi crash grand canyon major differ two film opinion time releas go argu one better contend idea share messag love hear opinion subject start commentari find http www myspac com may also find post topic movi may share true love film,1
622,47645,interest look japan prior open west john wayn america first consul japan arriv accord agreement result perri gunboat diplomaci welcom wayn eventu win meet shogun bring cholera epidem introduc american ship control follow color process capit bear gift shogun includ bottl old tanglefoot meet shogun debat among japanes nobl assassin archeri exhibit present interest look polit period altogeth rather enjoy movi besid often get see duke lose fight guy half size,1
623,24882,movi probabl would get tell truth seen trailer kind knowledg film sinc virtual surpris almost perfect piec edgi entertain get strong read comment briefli saw someon el almost experi advis watch good advic read rest risk spoil eva mendez play head strong success starv network tv programm took joke made co worker brain storm tv program idea russian roulett serious stori follow documentari style pursuit make happen,1
624,24130,short part four short cinema journal film rent netflix appear origin monthli film seri peopl like mediocr modern short film love dvd chock full commerci far tri two journal dvd felt enrag horribl way viewer need navig disk order see film talk produc overli complic way continu see mani short realli doubt bother journal factor could dislik disk much favor dispos toward portugues anim short definit possibl howev even case feel review way posit simpl littl film artwork inde nice like simpl black white draw suddenli becam environ camera went dull distant shot dove citi love took work stori cat want go moon noth import updat saw film dvd entitl cartoon noir pretti unapp collect art film howev time saw stori cat moon entir differ audio track boy make differ instead portugues subtitl french accent narrat spoke english film noir style usual hate dub time realli made film narrat portugues version leav lot desir know languag understand subtleti unless speak languag tri look version provid understand english,1
625,31147,saw cousin extra one wed scene read somewher oz rudnick want poke fun liber messag movi climax end right one movi also humor bit cloy side joan cusack top someon strang timelin oscar still enough funni moment like kiss scene wed scene princip enjoy kline alway good real surpris selleck big fan poke fun nice,1
626,23015,origin exploit classic though far enjoy almost level concern guy turn cat human flesh eat monster cat food make made peopl remad scifi element ad cat get enough flesh taint food run cat turn owner poorli put togeth almost everi level exampl absolut bottom barrel materi use actual play movi theater earli updat alien cat dog race battl supremaci director ted mikel hack lovabl person gener like guy thank smile induc interview commentari track pretti much excus garbag mostli turn mikel want make film care turn long produc someth power wish subject u home movi,0
627,24075,tradit western synonym wide open space clearcut moral inevit storylin optimist faith hero abil shape destini escap past qualiti reflect directli american sen self self shape dream push boundari frontier genr still allud opportunist politician nobl except eg wellman hawk western healthili free neuros real anxieti anthoni mann chang forev first foray genr one violent vivid complex say excit western ever made tradit western depend hero exemplifi rug wholesom whatev misfortun may past support order right domin film remov obstacl restor harmoni effect obviou villain often iron drive plot forc hero certain action differ two often delin mythic simpl wear white black hat mann background film noir genr antithet wide open space optim noir neurot charg focus dissolut unstabl protagonist moral blur hero often villain trap interior labyrinth make passiv victim destini noir regress progress interrog deni mode sign represent creation confirm winchest fraught noir anxieti noir often consid psycholog genr visualis trauma protagonist head disturb protagonist love homespun jimmi stewart initi great run difficult film mann hitchcock mani way good natur sweet repres right tri restor disrupt natur order also near lunat stop noth achiev murder reveng whose relentless quest mirror ethan edward searcher inhuman persist whose human instinct fray quest whose burst violenc genuin terrifi wit noir anxieti psycholog base unlik healthi hero outgrown symbol kill father mcadam father kill could complet process chase brother le moral reveng anguish protest stunt growth climact shoot cathart mcadam stagger back normal societi like wit world ghastli horror unsettl film realli hero villain inanim piec weoponri drive action open gun titl privileg display behind glass window admir trap squash undifferenti frame admir outsid throughout film human power reduc arbitrari signifi name chang lin dutch mime shoot gun quest lose moral vital practition veer close mad armi ask help confeder stranger fight battl man becom worthi respect mention name anoth man reveal coward abandon fiance indian gun retain prestig power whole reveng plot drive film stori gun wrench film convent expect creat eeri alien modern feel becom caught reveng plot follow gun anoth plot entir feel slightli bewild emphasi gun symbol potent masculin actual allow critiqu masculin reveal pointless elabor ritual expens societi order brute capitalist greed murder indian trader defraud seller enemi coward psychot killer return true owner broken hero thoroughli compromis becom murder murder seek gun never imprint name owner fix owner fix masculin insight anathema tradit western brilliantli invok western myth wyatt earp dodg citi cavalri civil war wide open west undermin earp inflat reput name never proven dodg citi safer outlaw anywher el cavalri inept custer lost littl big horn bitter feud war shown irrelev myth open west site close inescap circular plot trap charact refus allow shape destini allow shape old john ford silhouett rider vast mountain repris signal progress repetit circular deconstruct film also tangibl vivid way western ever achiev mann incis techniqu intrud camera crucial posit altern reveal distanc intens examin make saloon door stagecoach seem thrillingli aliv live,1
628,7378,next last episod air origin star trek seri interest sometim melancholi instal prove show still explor charact even point third season though flaw yesterday moment overal moodi compel feel kirk spock mccoy beam planet assum arriv nick time save least give warn whatev populac sinc planet sun due explod within hour turn peopl awar planet fate use kind time travel devic escap past person abl choos time place past would like live librari run elderli man name mr atoz atoz assum three men look past live well show variou period choos viewer rather forc confus start episod line like mccoy go atoz wherev want misunderstand could clear rather easili plot purpos soon kirk find transport back period resembl th centuri england spock mccoy sent ice age year planet past main focu spock relationship woman exil time tyrant punish spock begin act increasingli emot show anger toward mccoy deep affect zarabeth woman eventu realiz revert back primit emot state ancestor vulcan year ago kirk make way back librari first final convinc mr atoz belong planet histori spock mccoy return late leav zarabeth behind enterpris beam three speed away sun explod destroy planet interact spock zarabeth provid episod memor moment though kirk adventur english past amus decent latter day star trek outing,1
629,14112,absolut grabber movi given age year ahead time first saw week dad came home neighbor tv guy thrown scrap heap tinker thing electr dad work insid two day juli probabl third hous street televis pretti much first thing ever saw graini flicker old inch screen film pretti old dear recal mom tell almost year seem older rather like world war respect terrif littl fantasi london omnibu carri thirteen passeng crash kill one number flashback pick live peopl brought bu day return crash end film victim ident reveal perhap inspir behind movi list adrian messeng ever come across littl gem suggest watch,1
630,17468,amateur movi shot video electrifi drama dvd liner note fals boast seen much better stuff undergrad film student bulk stori unfold nite taxi ride around jakarta movi could made use singl video camera section two camera use content bounc togeth later edit extrem rough final edit probabl done two camera bounc content back forth instead proper editor perhap edit taxi english subtitl written someon fluent english e g go say product qualiti par blair witch gener scare away yet film ambiti creativ endeavor lot cool funki imag jakarta,0
631,1242,high hope movi theater monologu great nic balthazar interest man lot experi knowledg come movi fan lot belgian movi movi bad complet unbeliev actor suddenli play role teenag linguist game hideou top noth film seem real end way deu ex machina disappoint think wast hour half life,0
632,5760,grave robber sit cell await execut visit monk wish take last word poster warn other horribl life lead first reluct tongu loosen drink young grave robber soon tell stori full dead undead thing go bump night new york lens horror film film part staten island doubt brought spirit andi milligan lurk one better horror comedi come around often funni film spin stori everi way cast first rate domin monaghan play arthur blake grave robber tell stori ron perlman father duffi monk take statement perhap get involv tale men clearli grand old time show rest cast equal good music jeff grace excel effect perfect sort ghoulish silli film great deal fun troubl film perhap throw net littl wide result way much go want give much away think need alien bodi mix still great deal fun one pretti sure revisit ifc theater saw first time later sure pick dvd worth look,1
633,11132,everyth film bad stori act effect funni funni funni scott valentin armi uniform that ten size big bad perman attempt scowl face leader special op group hilari terrorist scari realist raptor phoney bad everyth tri laugh part giant rex somehow snuck board ship somehow got blown see metal pole stick head perfect end bad film pot gold mona lisa b b bad,0
634,208,start watch show around juli found mistak channel surf vacat great show wish late night work person make hard watch time read comment agre late one grow believ stuff happen grew hispan white boyfriend plu black friend high school believ peopl get along interest person noth certain race color wait till show goe dvd buy way see begin,1
635,8567,saw shop thought look realli good origin like wolf creek meet texa chainsaw massacr mean cost three quid around honest think even worth seem like director butcher brother decid whether want artsi sort horror gori slasher horror end clich ridden gori sadist hour fifteen minut charact one dimension care le happen tri make audienc care charact ad useless monologu end begin film perfectli honest need good part realli middl end ruin good part overal pointless watch felt like two hour film fact minut want artsi film bother want slasher movi bother film move slowli noth ever happen,0
636,47753,laugh much long time need take break read unfavor review show decid turn check everyth peopl said show absolut true mind mencia like half hour version mad tv somehow wors joke one skit displeasur watch second annual stereotyp olymp funni black guy troubl swim gay guy name sparkl win banana eat contest neither concept particularli novel insight amus realli need joke star war everi episod movi came like year ago mencia solut funni thing toss stereotyp hispan throw beaner call day go home roll around pile money pure comed geniu blatantli rip jeff foxworthi second show watch gay bit could imagin roar laughter got snook ryan seacrest gay joke like either alreadi done death unless big fan jason friedberg adam seltzer movi plea stay away show especi authent comedian like dave chappel joke race racism still insight,0
637,36122,freddi forsyth come storylin suit mood west suspicion putin russia forsyth instal nasti guy ruski presid want return countri much stalin commun hitlerian fascism fact polit manifesto could come straight mein kampf rather marx loon latest weapon biolog destruct achiev ethnic clean pogrom russian feder american mercenari conniv russian prez realis fanat genocid dream enter dirti danc pat swayz yep thing get realli dirti former u oper turn drifter jason monk enlist british govern see russian corni sidebar swayz charact monk sire russian beauti elena play gorgeou marta kondova previou mission former commi state hardman swayz passabl job set defeat evil russian young unknown actress marta kondova steal flick nubil year old russian daughter elena help dad root terror threaten belov mother russia,0
638,30191,film half manag figur go dog breakfast movi four famili thanksgiv dinner clich stereotyp tumbl ten hour later well seem like ten hour puzzl want see movi dinner tabl squabbl enough famili turkey look pretti good rest gave indigest,0
639,3069,anoth eastwood mani movi mix intrigu action dollop romanc along gauntlet firefox forth clint act rang pretti familiar one taciturn bit outrag especi woman superior surpris perform film someth surpris averag clint frank secret servic agent perhap moment doubt fail catch bullet kill jfk took drink drove famili away plod along bureaucraci contact john malkovitch call booth strike sort skew relationship base share disillus convict everyth meaningless except impuls escap dreari predict rather anfractu set attitud perform like clint project rather well le robot usual seem carri around like burden stone memori moment dalla test halfway movi hang roof tall build grasp booth hand pull pistol point booth ask realli will shoot cours save presid attempt assassin cia train murder cost life booth twit situat hold hand midair clint even short speech talk rene russo failur save presid dalla react quickli enough could taken shot would alright underplay voic choke slightli eye water lip trembl one scene clint film might properli call move know newfound resolv given anoth chanc would take bullet time ironi like current presid could give pompou speech colorado carv nation wilder thing la vega often said movi good villain true noth simpl argument could made truth valu case reptilian john malkovitch tartar eye marvel talk disillus okay ham littl snif disdain even plug two innoc hunter eye fascin screen rene russo littl fred thompson chief white hous aid back polit relief movi goer clint act rang limit thompson someth le everi film wear solemn dissatisfi express constantli plagu form volcan digest disord direct wolfgang peterson good da boot pretti good great deal usual suspens cross cut final shootout clint russo fall impass embrac hotel room scuttl backward toward bed like two weasel heat peterson play show u foot along success object drop floor usual garment handcuff gun beeper palm pilot dick traci wrist watch impedimenta interrupt clint lie back bed sigh put stuff back well written worth watch,1
640,15884,surpris great man moon truli mean first kinda expect cheesi predict film decid put asid watch well left stun mainli tear great man moon turn movi entertain awar tone fabul film act great especi reec witherspoon cute lovabl everyon el anyth realli bother felt end kinda predict well done also felt thing plain done still great film overal must say much say film bad film either like like would howev recommend everyon even like type film still enjoy film star,1
641,48499,victor mclaglen titl charact john ford inform remind circu man fellini la strada anthoni quinn play brutish man may even influenc pug face oscar win perform given mclaglen poverti stricken dublin true life atmospher set pictur take place den fog long damp night main element stori deep irish patriot fight irish republican armi conflict individu caus make inform tick mclaglen larg simpl charact want go america remind sign price ticket frequent two differ sign becom psycholog centerpiec drunken irishman one previou want sign get money go john ford famous said name ford make western see film obvious could heck lot seriou social issu dealt heartfelt one find think look piec amaz consist long dark shadow cut miser ireland night ford alway known luminesc gorgeou cinematographi help forese conflict within charact hard color pictur like searcher paint john wayn sometim viciou manner victor mclaglen perform benefit light sheer simplic act shove lot knock peopl brute know better howev know whether cross ira see film find gritti detail see also mclaglen ford patriot portray ira max steiner score innov match gestur charact place emphasi usual seen silent film especi chaplin topic name name inform obvious still import look medium cover year oscar give much attent elia kazan scandal,1
642,31555,film unfocus rambl uneven effort watch whole thing actual thought interest plot element might develop noth come age film thirti someth gener total crap idea juliann moor sinc reason pick shelf rental store,0
643,27669,wow movi complet captiv could believ start awak late watch came late ounc start watch stop full rang good cast member wow even eartha kitt rubi dee forrest whittak jame earl jone mani well known actor actress glimps histori eye open anoth part societi peopl know may even embarrass talk never heard book movi someth black histori never address look privleg mix race highli recommend movi,1
644,4322,like crouch tiger hidden dragon surreal fantasi set incred special effect comput gener imageri would put industri light magic shame plot may hard follow natur translat chine folklor screen certainli overal stori would probabl familiar nativ audienc howev intellig person abl keep moreov martial art scene potenc amplifi eye pop cgi,1
645,48415,base comment made far everyon seem either hate movi love think would fair point although great movi interest moment one thing film locat colorado breckinridg tellurid rememb credit locat absolut stun spectacular beauti even live colorado sever year next disney penchant wonder charact actor harri morgan never better form play disney movi liter hyster also rememb wonder mari wick although bit part movi great alway know think anim disney version hunchback notr dame one gargoyl also interest nun sister act well best nun troubl angel alway great charact actress charact actor never receiv recognit deserv addit charact actor star cast disney may greatest movi realli watch begin end notic everi movi realli funni hyster moment entir movi may funni alway comic gem least everi singl live action movi disney ever made whether harri morgan one bellow tone voic tim conway flounder around joe flynn give one priceless look horror good whole film may good alway hyster moment everi disney film period ever seen disney time period alway manag make person smile despit dumb film bsed comment disagre viewer say everi disney movi time period aw statement quit accur rather easier give credit funni moment overlook weak plot live action disney movi true classic old yeller bedknob broomstick mari poppin abl appreci good clean famili fun time movi becom vulgar crude offens,0
646,48742,lost three hour life travesti honestli say feel violat read review heard warn thought prepar anyth best thought faith misguid attempt origin adapt worst good bad plan new millennium manag pick copi walmart florida brought back uk joke friend prepar worst movi ever made oh cruel karma absolut noth recommend film special effect look like work first year design student use spectrum zx act terribl accent wors terribl one artilleri man accent seem take u tour british isl scotland wale via northern ireland dialogu stilt edit non exist product valu prove expens gone word realli cannot describ bad movi union flag fli horribl cgi thunderchild royal navi fli white ensign union flag woodworm ridden act quit simpli crime film make consid liter zero budget fan film avail net star war short troop exampl whole enthusiast amateur argument goe right window believ interview hine pendragon websit film figur budget assum dodgi facial hair come cheap u mayb problem hine co tri make film book rather turn book film make sen charact extra spout chunk text verbatim without tri convey feel behind word iron enough person even came close give decent perform darlen seller ex soft porn actress advic pray like crazi jeff wayn screw go watch spielberg version may true text book say lifelong hg well fan englishman well speilberg film true spirit book mayb custom wrong let carri monster countri say timothi hine stole three hour life want back,0
